stageid,site,treatment,burn,plotnum,treeid,clumpid,spp,dbh,ht,cbh,notes
1,dun,ls,b,17,9492,11,to,26.4,,16.3,
1,dun,ls,b,17,9493,10,rw,22.0,,11.5,
1,dun,ls,b,17,9494,10,rw,14.2,,6.9,
1,dun,ls,b,17,9495,10,rw,26.1,,6.3,
1,dun,ls,b,17,9496,10,rw,18.2,,3.0,
1,dun,ls,b,17,9497,10,rw,42.6,,7.0,
1,dun,ls,b,2,4387,,df,102.8,,31.7,
1,dun,ls,b,2,4388,,to,12.5,,0.0,
1,dun,ls,b,2,4389,,hm,13.8,,8.6,
1,dun,ls,b,2,4390,,df,53.6,,25.8,
1,dun,ls,b,2,4391,,df,75.1,,30.2,
1,dun,ls,b,2,4392,,to,11.3,,2.0,
1,dun,ls,b,2,4393,,df,81.3,,24.2,
1,dun,ls,b,2,4394,,df,53.2,,28.9,
1,dun,ls,b,2,4395,,rw,21.9,,3.3,
1,dun,ls,b,2,9873,,df,69.5,,38.7,
1,dun,ls,b,2,9874,,df,96.0,,25.5,
1,dun,ls,b,2,4396,,to,21.3,,4.3,
1,dun,ls,b,2,4397,,to,22.1,,1.0,
1,dun,ls,b,20,9848,,gf,53.8,,33.3,
1,dun,ls,b,20,9849,,gf,39.7,,19.2,
1,dun,ls,b,20,9850,,hm,39.2,,10.5,
1,dun,ls,b,20,9851,1,to,15.7,,0.5,lean 0
1,dun,ls,b,20,9852,1,to,21.1,,7.2,
1,dun,ls,b,20,9853,1,to,12.6,,2.8,lean 0
1,dun,ls,b,20,9854,2,to,11.1,,2.9,lean 30
1,dun,ls,b,20,9855,3,to,10.8,,9.1,
1,dun,ls,b,20,9856,,to,17.9,,8.7,
1,dun,ls,b,20,9857,,df,28.5,,21.0,
1,dun,ls,b,20,9858,4,to,11.7,,6.2,
1,dun,ls,b,20,9859,5,to,10.0,,5.1,
1,dun,ls,b,20,9860,5,to,18.7,,6.3,
1,dun,ls,b,20,9861,5,to,10.8,,4.1,
1,dun,ls,b,20,9862,5,to,17.8,,12.1,
1,dun,ls,b,20,9863,6,to,15.5,,0.2,
1,dun,ls,b,20,9864,,gf,57.9,,19.4,
1,dun,ls,b,20,9865,,df,65.8,,33.8,
1,dun,ls,b,20,9866,,gf,32.8,,15.7,
1,dun,ls,b,20,9867,,hm,17.8,,9.3,
1,dun,ls,b,20,9868,,to,19.6,,1.0,"lean 45, no new leader"
1,dun,ls,b,20,9869,,df,29.6,,14.7,
1,dun,ls,b,20,9870,7,to,24.0,,2.1,top and mid hanging
1,dun,ls,b,20,9872,,df,73.8,,27.6,
1,dun,ls,b,7,4329,,rw,52.9,,4.7,
1,dun,ls,b,7,4330,,rw,15.7,,1.4,
1,dun,ls,b,7,4331,,rw,73.3,,15.8,
1,dun,ls,b,7,4332,,rw,34.7,,11.4,
1,dun,ls,b,7,4333,,rw,50.4,,18.7,
1,dun,ls,b,7,4334,,to,11.0,,2.1,
1,dun,ls,b,7,4335,,rw,44.5,,15.8,
1,dun,ls,b,7,4336,,to,11.9,,2.6,
1,dun,ls,b,7,4337,,df,76.9,,23.2,
1,dun,ls,b,7,4338,,to,12.0,,7.7,
1,dun,ls,b,7,4339,,to,16.7,,1.5,
1,dun,ls,b,7,4340,,to,10.2,,2.1,
1,dun,ls,b,7,4341,,to,13.7,,8.8,
1,dun,ls,b,7,4342,,to,26.5,,8.3,
1,dun,ls,b,7,4343,,to,14.5,,8.1,
1,dun,ls,b,7,4344,,df,31.5,,21.8,
1,dun,ls,b,7,4345,,to,10.3,,6.5,
1,dun,ls,b,7,4346,,to,11.7,,5.1,
1,dun,ls,b,7,4347,,df,57.6,,26.3,
1,dun,ls,b,7,4348,,df,28.9,,18.5,
1,dun,ls,b,7,4349,,df,53.7,,22.8,
1,dun,ls,b,7,4350,,df,70.2,,27.8,
1,dun,ls,b,7,4351,,df,37.1,,11.7,
1,dun,ls,b,7,4352,,to,11.0,,4.4,
1,dun,ls,b,7,4353,,to,10.1,,2.0,
1,dun,ls,nb,1,4239,,df,58.0,,11.7,
1,dun,ls,nb,1,4240,,cp,49.3,,9.7,
1,dun,ls,nb,1,4241,,to,45.9,,3.4,
1,dun,ls,nb,1,4242,,to,23.5,,9.2,
1,dun,ls,nb,1,4243,,to,68.4,,5.7,
1,dun,ls,nb,1,4244,,to,62.5,,10.5,
1,dun,ls,nb,1,4245,,rw,47.2,,15.7,
1,dun,ls,nb,1,4246,,rw,20.7,,3.8,
1,dun,ls,nb,1,4247,,rw,58.4,,21.1,
1,dun,ls,nb,1,4248,,rw,52.0,,13.4,
1,dun,ls,nb,1,4249,,rw,45.8,,13.4,
1,dun,ls,nb,1,4250,,rw,44.3,,17.8,
1,dun,ls,nb,1,4251,1,rw,15.2,,5.1,
1,dun,ls,nb,1,4252,1,rw,52.0,,19.9,
1,dun,ls,nb,1,4253,,gf,14.7,,6.6,
1,dun,ls,nb,1,4254,,gf,14.1,,6.2,
1,dun,ls,nb,1,4255,,to,30.0,,16.8,
1,dun,ls,nb,1,4256,,df,34.6,,15.1,
1,dun,ls,nb,1,4257,,gf,14.6,,13.1,
1,dun,ls,nb,1,4258,,gf,38.1,,23.8,
1,dun,ls,nb,1,4259,,gf,35.5,,8.9,
1,dun,ls,nb,1,4260,,gf,23.2,,14.7,
1,dun,ls,nb,1,4261,,df,52.8,,18.5,
1,dun,ls,nb,1,4262,2,gf,11.1,,5.4,
1,dun,ls,nb,1,4263,2,gf,27.5,,14.3,
1,dun,ls,nb,1,4264,2,gf,59.0,,14.7,
1,dun,ls,nb,10,4179,1,to,14.7,,5.9,
1,dun,ls,nb,10,4180,2,to,35.9,,10.0,
1,dun,ls,nb,10,4181,2,to,63.7,,10.6,
1,dun,ls,nb,10,4182,1,to,25.2,,7.6,
1,dun,ls,nb,10,4183,,to,10.2,,2.7,
1,dun,ls,nb,10,4184,,to,25.0,,12.8,
1,dun,ls,nb,10,4185,,to,19.0,,14.4,
1,dun,ls,nb,10,4186,,to,44.7,,13.3,
1,dun,ls,nb,10,4187,3,to,16.2,,8.6,
1,dun,ls,nb,10,4188,3,to,19.1,,17.0,
1,dun,ls,nb,10,4189,,to,32.1,,15.6,
1,dun,ls,nb,10,4190,4,to,31.1,,16.6,
1,dun,ls,nb,10,4191,4,to,33.5,,16.1,
1,dun,ls,nb,10,4192,4,to,19.8,,16.9,
1,dun,ls,nb,10,4193,,rw,42.5,,18.3,
1,dun,ls,nb,10,4194,,rw,35.6,,15.2,
1,dun,ls,nb,10,4195,,rw,41.0,,18.3,
1,dun,ls,nb,10,4196,,rw,38.4,,18.8,
1,dun,ls,nb,10,4197,,rw,17.3,,13.8,
1,dun,ls,nb,10,4198,,rw,38.4,,15.8,
1,dun,ls,nb,10,4199,,to,23.5,,16.7,
1,dun,ls,nb,10,4200,,to,35.1,,17.6,
1,dun,ls,nb,10,4223,,to,38.3,,16.3,
1,dun,ls,nb,10,4224,,to,28.1,,19.4,
1,dun,ls,nb,10,4225,,rw,14.7,,18.6,
1,dun,ls,nb,10,4226,,to,15.1,,3.3,
1,dun,ls,nb,10,4227,,to,15.8,,6.4,
1,dun,ls,nb,10,4228,,to,17.8,,9.0,
1,dun,ls,nb,10,4229,,to,30.8,,12.3,
1,dun,ls,nb,10,4230,5,to,18.4,,5.8,
1,dun,ls,nb,10,4231,5,to,25.4,,13.2,
1,dun,ls,nb,10,4232,6,to,31.0,,18.6,
1,dun,ls,nb,10,4233,6,to,30.9,,19.2,
1,dun,ls,nb,10,4234,,to,11.5,,16.0,
1,dun,ls,nb,10,4235,,to,18.0,,18.9,
1,dun,ls,nb,10,4236,,df,56.3,,17.8,
1,dun,ls,nb,10,4237,,rw,16.8,,5.3,
1,dun,ls,nb,10,4238,,to,119.2,,7.2,
1,dun,ls,nb,3,4201,1,to,9.4,,1.8,
1,dun,ls,nb,3,4202,1,to,24.5,,13.3,
1,dun,ls,nb,3,4203,,to,17.6,,3.9,
1,dun,ls,nb,3,4204,2,to,43.0,,5.3,
1,dun,ls,nb,3,4205,2,to,30.2,,10.4,
1,dun,ls,nb,3,4206,,to,15.6,,2.3,
1,dun,ls,nb,3,4207,,to,32.5,,4.9,
1,dun,ls,nb,3,4208,,to,18.5,,5.5,
1,dun,ls,nb,3,4209,,to,33.8,,7.1,
1,dun,ls,nb,3,4210,,df,82.0,,10.6,
1,dun,ls,nb,3,4211,3,to,25.3,,3.5,
1,dun,ls,nb,3,4212,3,to,29.9,,5.9,
1,dun,ls,nb,3,4213,,to,18.8,,4.7,
1,dun,ls,nb,3,4214,4,to,29.9,,5.4,
1,dun,ls,nb,3,4215,4,to,31.8,,4.8,
1,dun,ls,nb,3,4216,,to,17.6,,1.3,
1,dun,ls,nb,3,4217,,gf,74.2,,5.8,
1,dun,ls,nb,3,4218,,gf,43.0,,3.4,
1,dun,ls,nb,3,4219,,to,37.1,,2.9,
1,dun,ls,nb,3,4220,5,to,32.7,,11.6,
1,dun,ls,nb,3,4221,5,to,37.5,,11.2,
1,dun,ls,nb,3,4222,,to,21.3,,2.2,
1,dun,ls,nb,6,4143,,to,12.0,,2.2,
1,dun,ls,nb,6,4144,1,to,27.0,,12.6,
1,dun,ls,nb,6,4145,1,to,32.8,,7.9,
1,dun,ls,nb,6,4146,1,to,23.6,,2.8,
1,dun,ls,nb,6,4147,,gf,28.6,,9.1,
1,dun,ls,nb,6,4148,,gf,16.5,,9.5,
1,dun,ls,nb,6,4149,,gf,49.3,,10.1,
1,dun,ls,nb,6,4150,2,to,32.3,,2.4,
1,dun,ls,nb,6,4151,2,to,36.6,,8.8,
1,dun,ls,nb,6,4152,,rw,10.5,,0.0,
1,dun,ls,nb,6,4153,,to,27.8,,7.7,
1,dun,ls,nb,6,4154,,to,15.5,,3.2,
1,dun,ls,nb,6,4155,,to,14.2,,1.0,
1,dun,ls,nb,6,4156,,gf,26.1,,20.7,
1,dun,ls,nb,6,4157,3,to,13.6,,1.8,
1,dun,ls,nb,6,4158,3,to,19.7,,1.8,
1,dun,ls,nb,6,4159,4,to,19.0,,8.1,
1,dun,ls,nb,6,4160,4,to,24.2,,8.0,
1,dun,ls,nb,6,4161,,to,44.4,,12.9,
1,dun,ls,nb,6,4162,,df,59.4,,31.8,
1,dun,ls,nb,6,4163,,to,14.1,,0.0,
1,dun,ls,nb,6,4164,,gf,13.3,,7.5,
1,dun,ls,nb,6,4165,,df,85.0,,15.2,
1,dun,ls,nb,6,4166,,gf,64.0,,11.5,merge biltmore
1,dun,ls,nb,6,4167,,gf,36.0,,6.6,merge biltmore
1,dun,ls,nb,6,4168,5,to,18.9,,3.2,
1,dun,ls,nb,6,4169,5,to,17.6,,0.5,
1,dun,ls,nb,6,4170,5,to,27.5,,6.6,
1,dun,ls,nb,6,4171,6,to,17.8,,3.5,
1,dun,ls,nb,6,4172,6,to,21.8,,5.8,
1,dun,ls,nb,6,4173,7,to,14.0,,2.0,
1,dun,ls,nb,6,4174,7,to,24.5,,2.1,
1,dun,ls,nb,6,4175,7,to,29.5,,10.9,
1,dun,ls,nb,6,4176,,to,15.5,,1.8,
1,dun,ls,nb,6,4177,,gf,38.3,,18.9,
1,dun,ls,nb,6,4178,,to,12.8,,1.1,
1,dun,ls,nb,8,4265,,to,20.5,,6.2,
1,dun,ls,nb,8,4266,1,to,12.0,,2.5,
1,dun,ls,nb,8,4267,1,to,24.8,,4.5,
1,dun,ls,nb,8,4268,,gf,55.5,,14.8,
1,dun,ls,nb,8,4269,,gf,67.0,,12.9,
1,dun,ls,nb,8,4270,,rw,59.7,,15.5,
1,dun,ls,nb,8,4271,,rw,58.3,,18.2,
1,dun,ls,nb,8,4272,,rw,39.6,,14.7,
1,dun,ls,nb,8,4273,2,rw,57.0,,11.7,
1,dun,ls,nb,8,4274,,rw,67.2,,15.3,
1,dun,ls,nb,8,4275,2,rw,40.0,,11.6,
1,dun,ls,nb,8,4276,3,rw,40.3,,12.3,
1,dun,ls,nb,8,4277,3,rw,73.5,,11.5,
1,dun,ls,nb,8,4278,,rw,20.5,,9.3,
1,dun,ls,nb,8,4279,,rw,13.8,,7.0,
1,dun,ls,nb,8,4280,,rw,78.2,,18.9,
1,dun,ls,nb,8,4281,4,to,13.9,,9.6,
1,dun,ls,nb,8,4282,4,to,20.2,,8.6,
1,dun,ls,nb,8,4283,4,to,20.2,,9.5,
1,dun,ls,nb,8,4284,,to,11.7,,5.6,
1,dun,ls,nb,8,4285,,to,48.6,,5.8,
1,dun,ls,nb,8,4286,,df,30.7,,7.7,
1,dun,ls,nb,8,4287,,df,17.8,,10.6,
1,dun,ls,nb,8,4288,,to,20.2,,6.7,
1,dun,ls,nb,8,4289,,to,11.6,,5.9,
1,dun,ls,nb,8,4290,,df,19.6,,7.8,
1,dun,ls,nb,8,4291,,to,51.9,,6.8,
1,dun,ls,nb,8,4292,,to,21.9,,6.9,
1,dun,ls,nb,8,4293,,to,14.3,,1.9,
1,dun,ls,nb,8,4294,,to,19.0,,6.8,
1,dun,ls,nb,8,4295,5,to,13.9,,7.1,
1,dun,ls,nb,8,4296,5,to,26.1,,6.7,
1,dun,ls,nb,8,4297,,to,33.9,,7.8,
1,dun,ls,nb,8,4298,,to,14.8,,2.6,
1,dun,ls,nb,8,4299,,to,16.0,,5.8,
1,dun,m,b,1,3181,,to,21.7,,0.0,
1,dun,m,b,1,3182,,df,21.6,,15.3,
1,dun,m,b,1,3183,,to,29.2,,14.8,
1,dun,m,b,1,3184,,to,21.1,,7.1,
1,dun,m,b,1,3185,,df,79.3,,25.3,
1,dun,m,b,1,3186,,gc,17.8,,11.4,
1,dun,m,b,1,3187,,to,33.9,,5.8,
1,dun,m,b,1,3188,,rw,56.6,,11.5,
1,dun,m,b,1,3189,,df,61.2,,15.8,
1,dun,m,b,1,3190,,to,13.9,,0.4,
1,dun,m,b,1,3191,,to,10.9,,0.6,
1,dun,m,b,1,3192,,to,27.5,,0.0,
1,dun,m,b,1,3193,,to,25.5,,4.7,
1,dun,m,b,1,3194,,to,35.2,,5.0,
1,dun,m,b,1,3195,,to,15.9,,1.8,
1,dun,m,b,1,3196,1,to,25.1,,12.2,
1,dun,m,b,1,3197,1,to,19.5,,11.1,
1,dun,m,b,1,3198,,to,34.8,,1.7,
1,dun,m,b,1,3199,,to,23.0,,2.2,
1,dun,m,b,1,3200,,to,21.7,,0.6,
1,dun,m,b,1,3201,,to,30.1,,1.7,
1,dun,m,b,1,3202,,to,24.2,,0.3,
1,dun,m,b,10,3322,,rw,15.7,,0.4,
1,dun,m,b,10,3323,,df,22.5,,22.6,
1,dun,m,b,10,3324,,df,58.4,,16.3,
1,dun,m,b,10,3325,,to,34.3,,5.5,
1,dun,m,b,10,3326,,rw,60.6,,24.9,
1,dun,m,b,10,3327,,rw,45.5,,9.6,
1,dun,m,b,10,3328,,to,26.7,,4.2,
1,dun,m,b,10,3329,,df,83.0,,20.2,
1,dun,m,b,10,3330,,df,74.2,,28.3,
1,dun,m,b,10,3331,,to,27.2,,3.8,
1,dun,m,b,10,3332,,to,16.1,,3.9,
1,dun,m,b,10,3333,,to,30.3,,1.4,
1,dun,m,b,10,3334,,to,30.1,,3.4,
1,dun,m,b,10,3335,,df,53.3,,5.6,
1,dun,m,b,10,3336,,to,16.9,,1.9,
1,dun,m,b,10,3337,,rw,30.5,,15.6,
1,dun,m,b,10,3338,,rw,51.0,,7.3,
1,dun,m,b,10,3339,,rw,16.9,,6.1,
1,dun,m,b,10,3340,,rw,38.1,,7.2,
1,dun,m,b,3,3341,,to,19.0,,5.8,
1,dun,m,b,3,3342,,to,10.0,,3.1,
1,dun,m,b,3,3343,1,to,11.0,,2.4,
1,dun,m,b,3,3344,1,to,20.9,,4.1,
1,dun,m,b,3,3345,,to,16.8,,4.4,
1,dun,m,b,3,3346,,gf,58.7,,18.3,
1,dun,m,b,3,3347,,df,26.6,,22.5,
1,dun,m,b,3,3348,,to,23.2,,4.6,
1,dun,m,b,3,3349,,df,40.7,,8.6,
1,dun,m,b,3,3350,,to,26.2,,3.4,
1,dun,m,b,3,3351,,to,18.2,,3.7,
1,dun,m,b,3,3352,,df,29.9,,8.6,
1,dun,m,b,3,3353,,gf,24.1,,7.2,
1,dun,m,b,3,3354,,df,34.0,,10.7,
1,dun,m,b,3,3355,,df,63.9,,20.2,
1,dun,m,b,3,3356,,to,14.8,,7.2,
1,dun,m,b,3,3357,,df,30.0,,9.3,
1,dun,m,b,3,3358,,df,26.6,,11.2,
1,dun,m,b,3,3359,,df,24.0,,10.1,
1,dun,m,b,3,3360,,df,68.0,,24.8,
1,dun,m,b,3,3361,,gf,56.2,,23.5,
1,dun,m,b,3,3362,,to,22.0,,3.2,
1,dun,m,b,3,3363,,to,11.8,,2.6,
1,dun,m,b,3,3364,,gf,55.1,,16.6,
1,dun,m,b,3,3365,,gf,41.3,,22.7,
1,dun,m,b,6,3366,,to,10.3,,1.8,
1,dun,m,b,6,3367,,to,78.0,,0.3,
1,dun,m,b,6,3368,,df,81.4,,16.4,
1,dun,m,b,6,3369,,to,12.0,,1.9,
1,dun,m,b,6,3370,,md,28.8,,16.2,
1,dun,m,b,6,3371,,to,26.0,,2.1,
1,dun,m,b,6,3372,,to,21.0,,2.4,
1,dun,m,b,6,3373,,to,14.5,,3.2,
1,dun,m,b,6,3374,,gf,70.2,,26.2,
1,dun,m,b,6,3375,,to,28.5,,12.1,
1,dun,m,b,6,3376,,to,12.0,,8.9,
1,dun,m,b,6,3377,,df,66.0,,28.4,
1,dun,m,b,9,3001,,df,93.0,,14.2,
1,dun,m,b,9,3002,,to,18.0,,1.2,
1,dun,m,b,9,3003,,to,11.2,,0.4,
1,dun,m,b,9,3004,,to,43.5,,16.6,
1,dun,m,b,9,3005,,to,16.0,,1.8,
1,dun,m,b,9,3006,,to,20.7,,2.6,
1,dun,m,b,9,3007,,to,19.5,,3.8,
1,dun,m,b,9,3008,,gf,60.5,,10.4,
1,dun,m,b,9,3009,,to,32.2,,5.5,
1,dun,m,b,9,3010,,to,26.2,,3.7,
1,dun,m,b,9,3011,,to,17.4,,3.2,
1,dun,m,b,9,3012,,to,13.6,,2.1,
1,dun,m,b,9,3013,,gf,54.0,,22.6,
1,dun,m,b,9,3014,,to,22.7,,12.5,
1,dun,m,b,9,3015,,to,46.3,,6.4,
1,dun,m,b,9,3016,,to,19.4,,1.8,
1,dun,m,b,9,3017,,to,10.5,,0.6,
1,dun,m,b,9,3018,,to,17.0,,1.8,
1,dun,m,b,9,3019,,to,16.5,,5.7,
1,dun,m,b,9,3020,,to,22.1,,3.6,
1,dun,m,b,9,3021,,to,15.5,,0.8,
1,dun,m,nb,1,4133,,gf,86.2,,7.5,
1,dun,m,nb,1,4134,,to,38.3,,6.7,
1,dun,m,nb,1,4135,,to,29.5,,3.1,
1,dun,m,nb,1,4136,,to,26.7,,2.4,
1,dun,m,nb,1,4137,,to,18.0,,1.1,
1,dun,m,nb,1,4138,,to,19.7,,3.2,
1,dun,m,nb,1,4139,,md,25.3,,1.6,
1,dun,m,nb,1,4140,,md,46.9,,12.8,
1,dun,m,nb,1,4141,,rw,38.2,,6.7,
1,dun,m,nb,1,4142,,rw,12.3,,6.8,
1,dun,m,nb,10,4011,,rw,44.6,,14.2,
1,dun,m,nb,10,4028,1,to,23.5,,5.0,
1,dun,m,nb,10,4029,1,to,27.4,,1.5,lean 60
1,dun,m,nb,10,4030,1,to,35.9,,5.0,dead lower branches
1,dun,m,nb,10,4031,,gf,86.0,,14.0,
1,dun,m,nb,10,4032,,rw,18.3,,7.0,new leader
1,dun,m,nb,10,4033,,rw,31.1,,15.0,
1,dun,m,nb,10,4034,,rw,37.8,,8.0,
1,dun,m,nb,10,4035,,rw,47.0,,14.0,
1,dun,m,nb,10,4036,,gf,15.2,,0.0,
1,dun,m,nb,10,4037,,rw,38.5,,6.0,
1,dun,m,nb,10,4038,,gf,18.6,,2.0,
1,dun,m,nb,10,4039,,rw,32.9,,6.5,
1,dun,m,nb,10,4040,,rw,17.3,,4.9,
1,dun,m,nb,10,4041,,gf,11.2,,8.4,
1,dun,m,nb,10,4042,,rw,29.0,,7.0,
1,dun,m,nb,10,4043,2,rw,31.3,,14.3,merged below breast height
1,dun,m,nb,10,4044,2,rw,18.8,,7.2,merged below breast height
1,dun,m,nb,10,4045,3,rw,28.2,,13.3,merged below breast height
1,dun,m,nb,10,4046,3,rw,17.3,,15.1,merged below breast height
1,dun,m,nb,10,4047,,rw,15.9,,5.4,
1,dun,m,nb,10,4048,,rw,80.2,,20.1,
1,dun,m,nb,10,4049,,rw,15.5,,4.1,
1,dun,m,nb,10,4050,,to,14.9,,2.1,
1,dun,m,nb,10,4051,,rw,17.6,,4.4,
1,dun,m,nb,10,4052,,to,41.5,,9.0,
1,dun,m,nb,10,4053,,rw,73.0,,23.4,
1,dun,m,nb,10,4054,,to,32.4,,9.0,
1,dun,m,nb,10,4055,,df,76.1,,20.6,
1,dun,m,nb,3,4117,1,to,26.1,,4.0,
1,dun,m,nb,3,4118,1,to,21.0,,0.0,
1,dun,m,nb,3,4119,,df,82.7,,12.9,
1,dun,m,nb,3,4120,,df,27.9,,14.8,
1,dun,m,nb,3,4121,,gc,100.8,,18.3,golden chinquapin
1,dun,m,nb,3,4122,2,to,20.5,,5.4,
1,dun,m,nb,3,4123,2,to,22.6,,5.7,
1,dun,m,nb,3,4124,,to,11.2,,0.0,
1,dun,m,nb,3,4125,,df,61.5,,16.6,
1,dun,m,nb,3,4126,,df,94.6,,19.6,
1,dun,m,nb,3,4127,,to,12.4,,0.0,
1,dun,m,nb,3,4128,3,to,19.3,,0.0,
1,dun,m,nb,3,4129,3,to,26.7,,0.0,
1,dun,m,nb,3,4130,,to,16.0,,1.2,lean 50
1,dun,m,nb,3,4131,,to,28.9,,11.2,
1,dun,m,nb,3,4132,,to,43.0,,12.8,
1,dun,m,nb,6,4076,1,to,32.6,,6.6,
1,dun,m,nb,6,4077,1,to,14.2,,4.7,
1,dun,m,nb,6,4078,1,to,13.8,,3.1,
1,dun,m,nb,6,4079,2,to,46.8,,5.3,
1,dun,m,nb,6,4080,,rw,73.4,,18.8,
1,dun,m,nb,6,4081,,rw,55.8,,6.9,
1,dun,m,nb,6,4082,3,rw,22.2,,3.6,
1,dun,m,nb,6,4083,3,rw,71.4,,17.4,
1,dun,m,nb,6,4084,4,rw,77.0,,8.0,merge
1,dun,m,nb,6,4085,4,rw,65.0,,10.4,"merge, new leader"
1,dun,m,nb,6,4086,2,to,12.4,,6.5,dying
1,dun,m,nb,6,4087,5,to,15.6,,9.7,
1,dun,m,nb,6,4088,5,to,11.47,,8.8,
1,dun,m,nb,6,4089,5,to,21.8,,9.4,
1,dun,m,nb,6,4090,6,to,29.6,,13.0,
1,dun,m,nb,6,4101,6,to,30.0,,12.9,
1,dun,m,nb,6,4102,6,to,20.9,,11.2,
1,dun,m,nb,6,4103,6,to,19.6,,9.0,
1,dun,m,nb,6,4104,7,to,20.3,,12.5,
1,dun,m,nb,6,4105,7,to,24.7,,11.9,
1,dun,m,nb,6,4106,,to,20.6,,9.5,
1,dun,m,nb,6,4107,,md,39.5,,7.1,
1,dun,m,nb,6,4108,8,to,29.7,,0.0,
1,dun,m,nb,6,4109,8,to,31.0,,0.0,
1,dun,m,nb,6,4110,,to,32.3,,0.0,
1,dun,m,nb,6,4111,,to,16.5,,3.2,
1,dun,m,nb,6,4112,,to,27.2,,9.2,
1,dun,m,nb,6,4113,,to,23.8,,6.7,lean 60
1,dun,m,nb,6,4114,9,to,32.0,,7.0,
1,dun,m,nb,6,4115,9,to,29.8,,5.2,
1,dun,m,nb,6,4116,,to,10.2,,0.0,"lean 0, on ground"
1,dun,m,nb,9,4056,,gf,10.3,,8.5,
1,dun,m,nb,9,4057,,df,17.8,,10.6,
1,dun,m,nb,9,4058,,df,19.2,,5.8,
1,dun,m,nb,9,4059,,rw,19.3,,6.9,
1,dun,m,nb,9,4060,1,to,16.4,,2.6,
1,dun,m,nb,9,4061,1,to,13.5,,4.5,
1,dun,m,nb,9,4062,2,to,19.5,,4.7,
1,dun,m,nb,9,4063,2,to,36.0,,6.1,
1,dun,m,nb,9,4064,2,to,38.2,,5.6,
1,dun,m,nb,9,4065,2,to,39.5,,5.1,
1,dun,m,nb,9,4066,2,to,25.8,,4.7,
1,dun,m,nb,9,4067,,to,10.3,,0.0,lean 40
1,dun,m,nb,9,4068,3,to,12.7,,3.6,
1,dun,m,nb,9,4069,3,to,22.2,,6.8,
1,dun,m,nb,9,4070,3,to,16.5,,8.0,
1,dun,m,nb,9,4071,3,to,42.5,,9.7,
1,dun,m,nb,9,4072,3,to,38.1,,5.0,
1,dun,m,nb,9,4073,3,to,39.5,,5.2,
1,dun,m,nb,9,4074,3,to,17.1,,6.6,
1,dun,m,nb,9,4075,,to,24.7,,15.3,skinny tree
1,dun,np,b,1,3091,,gf,11.3,,0.9,
1,dun,np,b,1,3092,,df,11.4,,2.4,
1,dun,np,b,1,3093,,df,10.3,,1.3,
1,dun,np,b,1,3094,,rw,12.7,,0.0,
1,dun,np,b,1,3095,,rw,15.1,,3.4,
1,dun,np,b,1,3096,,to,45.0,,1.5,
1,dun,np,b,1,3097,,to,13.1,,0.3,
1,dun,np,b,1,3098,,rw,25.2,,2.1,
1,dun,np,b,1,3099,,to,37.6,,7.5,
1,dun,np,b,1,3100,,to,22.2,,2.6,
1,dun,np,b,1,3101,,rw,14.2,,1.5,
1,dun,np,b,1,3102,,df,23.0,,11.4,
1,dun,np,b,1,3103,,df,57.4,,16.3,
1,dun,np,b,1,3104,,gf,46.2,,8.6,
1,dun,np,b,1,3105,1,to,22.6,,3.8,
1,dun,np,b,1,3106,1,to,12.7,,1.9,
1,dun,np,b,1,3107,,df,22.7,,13.3,
1,dun,np,b,11,9786,,to,25.0,,1.6,
1,dun,np,b,11,9787,,df,31.9,,7.9,
1,dun,np,b,11,9788,,to,17.3,,0.0,lean 45
1,dun,np,b,11,9789,,df,35.2,,13.3,
1,dun,np,b,11,9790,,df,66.2,,11.1,
1,dun,np,b,11,9791,,df,37.5,,10.7,
1,dun,np,b,11,9792,,to,40.2,,2.3,
1,dun,np,b,11,9793,,rw,52.5,,3.7,
1,dun,np,b,11,9794,,rw,17.9,,0.0,
1,dun,np,b,11,9795,,rw,10.2,,0.0,
1,dun,np,b,11,9796,,rw,18.5,,0.0,
1,dun,np,b,11,9797,,rw,15.1,,0.0,
1,dun,np,b,11,9798,,rw,16.3,,0.0,
1,dun,np,b,11,9799,,rw,56.3,,2.1,
1,dun,np,b,11,9800,,to,46.1,,8.6,
1,dun,np,b,11,9901,,df,85.4,,10.5,
1,dun,np,b,11,9902,,to,28.2,,3.1,
1,dun,np,b,11,9903,,rw,24.3,,0.5,
1,dun,np,b,11,9904,,rw,55.3,,3.4,
1,dun,np,b,11,9905,,to,38.1,,5.2,
1,dun,np,b,11,9906,,df,80.1,,9.6,
1,dun,np,b,11,9907,,rw,35.7,,0.0,
1,dun,np,b,11,9908,,rw,15.7,,1.6,
1,dun,np,b,11,9909,,rw,14.7,,2.1,
1,dun,np,b,4,3069,,to,38.7,,1.8,
1,dun,np,b,4,3070,,df,66.7,,7.9,
1,dun,np,b,4,3071,,df,85.7,,13.2,
1,dun,np,b,4,3072,1,to,49.9,,5.8,
1,dun,np,b,4,3073,1,to,32.8,,4.3,
1,dun,np,b,4,3074,,rw,20.3,,3.3,
1,dun,np,b,4,3075,,to,34.5,,3.2,
1,dun,np,b,4,3076,,rw,39.6,,4.7,
1,dun,np,b,4,3077,,rw,11.0,,3.7,
1,dun,np,b,4,3078,,rw,45.4,,5.4,
1,dun,np,b,4,3079,,rw,32.8,,4.1,
1,dun,np,b,4,3080,,to,24.9,,4.4,lean 45
