stageid,site,treatment,burn,plotnum,spp,sizeclass,count,seedlingradius,saplingradius,notes
1,bob,m,b,1,rw,<10,0,5.64,11.28,
1,bob,m,nb,7,gf,<BH,8,5.64,11.28,
1,bob,m,nb,7,gf,<2.5,2,5.64,11.28,
1,bob,m,nb,7,gf,<5,2,5.64,11.28,
1,bob,m,nb,7,gf,<6,2,5.64,11.28,
1,bob,m,nb,7,gf,<7,0,5.64,11.28,
1,bob,m,nb,7,gf,<8,0,5.64,11.28,
1,bob,m,nb,7,gf,<9,1,5.64,11.28,
1,bob,m,nb,7,gf,<10,0,5.64,11.28,
1,bob,m,nb,7,to,<BH,8,5.64,11.28,
1,bob,m,nb,7,to,<2.5,7,5.64,11.28,
1,bob,m,nb,7,to,<5,15,5.64,11.28,
1,bob,m,nb,7,to,<6,5,5.64,11.28,
1,bob,m,nb,7,to,<7,7,5.64,11.28,
1,bob,m,nb,7,to,<8,0,5.64,11.28,
1,bob,m,nb,7,to,<9,1,5.64,11.28,
1,bob,m,nb,7,to,<10,0,5.64,11.28,
1,bob,m,nb,7,rw,<BH,4,5.64,11.28,
1,bob,m,nb,7,rw,<2.5,2,5.64,11.28,
1,bob,m,nb,7,rw,<5,5,5.64,11.28,
1,bob,m,nb,7,rw,<6,4,5.64,11.28,
1,bob,m,nb,7,rw,<7,1,5.64,11.28,
1,bob,m,nb,7,rw,<8,1,5.64,11.28,
1,bob,m,nb,7,rw,<9,2,5.64,11.28,
1,bob,m,nb,7,rw,<10,2,5.64,11.28,
1,bob,m,nb,7,cb,<BH,1,5.64,11.28,
1,bob,m,nb,7,cb,<2.5,0,5.64,11.28,
1,bob,m,nb,7,cb,<5,0,5.64,11.28,
1,bob,m,nb,7,cb,<6,0,5.64,11.28,
1,bob,m,nb,7,cb,<7,0,5.64,11.28,
1,bob,m,nb,7,cb,<8,0,5.64,11.28,
1,bob,m,nb,7,cb,<9,0,5.64,11.28,
1,bob,m,nb,7,cb,<10,0,5.64,11.28,
1,bob,m,nb,7,md,<BH,0,5.64,11.28,
1,bob,m,nb,7,md,<2.5,0,5.64,11.28,
1,bob,m,nb,7,md,<5,1,5.64,11.28,
1,bob,m,nb,7,md,<6,0,5.64,11.28,
1,bob,m,nb,7,md,<7,0,5.64,11.28,
1,bob,m,nb,7,md,<8,0,5.64,11.28,
1,bob,m,nb,7,md,<9,0,5.64,11.28,
1,bob,m,nb,7,md,<10,0,5.64,11.28,
1,bob,m,nb,7,df,<BH,0,5.64,11.28,
1,bob,m,nb,7,df,<2.5,5,5.64,11.28,
1,bob,m,nb,7,df,<5,3,5.64,11.28,
1,bob,m,nb,7,df,<6,0,5.64,11.28,
1,bob,m,nb,7,df,<7,1,5.64,11.28,
1,bob,m,nb,7,df,<8,0,5.64,11.28,
1,bob,m,nb,7,df,<9,0,5.64,11.28,
1,bob,m,nb,7,df,<10,0,5.64,11.28,
1,bob,m,nb,8,df,<BH,12,5.64,11.28,
1,bob,m,nb,8,df,<2.5,26,5.64,11.28,
1,bob,m,nb,8,df,<5,7,5.64,11.28,
1,bob,m,nb,8,df,<6,1,5.64,11.28,
1,bob,m,nb,8,df,<7,1,5.64,11.28,
1,bob,m,nb,8,df,<8,0,5.64,11.28,
1,bob,m,nb,8,df,<9,0,5.64,11.28,
1,bob,m,nb,8,df,<10,0,5.64,11.28,
1,bob,m,nb,8,to,<BH,13,5.64,11.28,
1,bob,m,nb,8,to,<2.5,25,5.64,11.28,
1,bob,m,nb,8,to,<5,8,5.64,11.28,
1,bob,m,nb,8,to,<6,5,5.64,11.28,
1,bob,m,nb,8,to,<7,2,5.64,11.28,
1,bob,m,nb,8,to,<8,3,5.64,11.28,
1,bob,m,nb,8,to,<9,2,5.64,11.28,
1,bob,m,nb,8,to,<10,0,5.64,11.28,
1,bob,m,nb,8,cb,<BH,2,5.64,11.28,
1,bob,m,nb,8,cb,<2.5,0,5.64,11.28,
1,bob,m,nb,8,cb,<5,0,5.64,11.28,
1,bob,m,nb,8,cb,<6,0,5.64,11.28,
1,bob,m,nb,8,cb,<7,0,5.64,11.28,
1,bob,m,nb,8,cb,<8,0,5.64,11.28,
1,bob,m,nb,8,cb,<9,0,5.64,11.28,
1,bob,m,nb,8,cb,<10,0,5.64,11.28,
1,bob,m,nb,8,gf,<BH,0,5.64,11.28,
1,bob,m,nb,8,gf,<2.5,2,5.64,11.28,
1,bob,m,nb,8,gf,<5,2,5.64,11.28,
1,bob,m,nb,8,gf,<6,1,5.64,11.28,
1,bob,m,nb,8,gf,<7,1,5.64,11.28,
1,bob,m,nb,8,gf,<8,0,5.64,11.28,
1,bob,m,nb,8,gf,<9,0,5.64,11.28,
1,bob,m,nb,8,gf,<10,0,5.64,11.28,
1,bob,m,nb,8,rw,<BH,8,5.64,11.28,
1,bob,m,nb,8,rw,<2.5,20,5.64,11.28,
1,bob,m,nb,8,rw,<5,9,5.64,11.28,
1,bob,m,nb,8,rw,<6,0,5.64,11.28,
1,bob,m,nb,8,rw,<7,1,5.64,11.28,
1,bob,m,nb,8,rw,<8,0,5.64,11.28,
1,bob,m,nb,8,rw,<9,0,5.64,11.28,
1,bob,m,nb,8,rw,<10,0,5.64,11.28,
1,bob,m,nb,10,rw,<BH,2,5.64,11.28,
1,bob,m,nb,10,rw,<2.5,3,5.64,11.28,
1,bob,m,nb,10,rw,<5,1,5.64,11.28,
1,bob,m,nb,10,rw,<6,1,5.64,11.28,
1,bob,m,nb,10,rw,<7,0,5.64,11.28,
1,bob,m,nb,10,rw,<8,0,5.64,11.28,
1,bob,m,nb,10,rw,<9,0,5.64,11.28,
1,bob,m,nb,10,rw,<10,0,5.64,11.28,
1,bob,m,nb,10,to,<BH,28,5.64,11.28,
1,bob,m,nb,10,to,<2.5,46,5.64,11.28,
1,bob,m,nb,10,to,<5,13,5.64,11.28,
1,bob,m,nb,10,to,<6,3,5.64,11.28,
1,bob,m,nb,10,to,<7,0,5.64,11.28,
1,bob,m,nb,10,to,<8,0,5.64,11.28,
1,bob,m,nb,10,to,<9,0,5.64,11.28,
1,bob,m,nb,10,to,<10,0,5.64,11.28,
1,bob,m,nb,10,df,<BH,6,5.64,11.28,
1,bob,m,nb,10,df,<2.5,14,5.64,11.28,
1,bob,m,nb,10,df,<5,0,5.64,11.28,
1,bob,m,nb,10,df,<6,0,5.64,11.28,
1,bob,m,nb,10,df,<7,0,5.64,11.28,
1,bob,m,nb,10,df,<8,0,5.64,11.28,
1,bob,m,nb,10,df,<9,0,5.64,11.28,
1,bob,m,nb,10,df,<10,0,5.64,11.28,
1,bob,m,nb,10,gf,<BH,2,5.64,11.28,
1,bob,m,nb,10,gf,<2.5,4,5.64,11.28,
1,bob,m,nb,10,gf,<5,2,5.64,11.28,
1,bob,m,nb,10,gf,<6,0,5.64,11.28,
1,bob,m,nb,10,gf,<7,0,5.64,11.28,
1,bob,m,nb,10,gf,<8,0,5.64,11.28,
1,bob,m,nb,10,gf,<9,0,5.64,11.28,
1,bob,m,nb,10,gf,<10,0,5.64,11.28,
1,bob,m,nb,1,rw,<BH,0,5.64,11.28,
1,bob,m,nb,1,rw,<2.5,3,5.64,11.28,
1,bob,m,nb,1,rw,<5,3,5.64,11.28,
1,bob,m,nb,1,rw,<6,0,5.64,11.28,
1,bob,m,nb,1,rw,<7,0,5.64,11.28,
1,bob,m,nb,1,rw,<8,0,5.64,11.28,
1,bob,m,nb,1,rw,<9,0,5.64,11.28,
1,bob,m,nb,1,rw,<10,0,5.64,11.28,
1,bob,m,nb,1,to,<BH,10,5.64,11.28,
1,bob,m,nb,1,to,<2.5,11,5.64,11.28,
1,bob,m,nb,1,to,<5,13,5.64,11.28,
1,bob,m,nb,1,to,<6,0,5.64,11.28,
1,bob,m,nb,1,to,<7,4,5.64,11.28,
1,bob,m,nb,1,to,<8,2,5.64,11.28,
1,bob,m,nb,1,to,<9,0,5.64,11.28,
1,bob,m,nb,1,to,<10,0,5.64,11.28,
1,bob,m,nb,1,df,<BH,38,5.64,11.28,
1,bob,m,nb,1,df,<2.5,45,5.64,11.28,
1,bob,m,nb,1,df,<5,7,5.64,11.28,
1,bob,m,nb,1,df,<6,1,5.64,11.28,
1,bob,m,nb,1,df,<7,0,5.64,11.28,
1,bob,m,nb,1,df,<8,0,5.64,11.28,
1,bob,m,nb,1,df,<9,0,5.64,11.28,
1,bob,m,nb,1,df,<10,0,5.64,11.28,
1,bob,m,nb,1,gf,<BH,13,5.64,11.28,
1,bob,m,nb,1,gf,<2.5,3,5.64,11.28,
1,bob,m,nb,1,gf,<5,3,5.64,11.28,
1,bob,m,nb,1,gf,<6,0,5.64,11.28,
1,bob,m,nb,1,gf,<7,0,5.64,11.28,
1,bob,m,nb,1,gf,<8,0,5.64,11.28,
1,bob,m,nb,1,gf,<9,0,5.64,11.28,
1,bob,m,nb,1,gf,<10,0,5.64,11.28,
1,bob,m,nb,3,rw,<BH,2,5.64,11.28,
1,bob,m,nb,3,rw,<2.5,2,5.64,11.28,
1,bob,m,nb,3,rw,<5,7,5.64,11.28,
1,bob,m,nb,3,rw,<6,6,5.64,11.28,
1,bob,m,nb,3,rw,<7,7,5.64,11.28,
1,bob,m,nb,3,rw,<8,0,5.64,11.28,
1,bob,m,nb,3,rw,<9,1,5.64,11.28,
1,bob,m,nb,3,rw,<10,3,5.64,11.28,
1,bob,m,nb,3,to,<BH,6,5.64,11.28,
1,bob,m,nb,3,to,<2.5,15,5.64,11.28,
1,bob,m,nb,3,to,<5,11,5.64,11.28,
1,bob,m,nb,3,to,<6,12,5.64,11.28,
1,bob,m,nb,3,to,<7,12,5.64,11.28,
1,bob,m,nb,3,to,<8,0,5.64,11.28,
1,bob,m,nb,3,to,<9,4,5.64,11.28,
1,bob,m,nb,3,to,<10,2,5.64,11.28,
1,bob,m,nb,3,df,<BH,3,5.64,11.28,
1,bob,m,nb,3,df,<2.5,27,5.64,11.28,
1,bob,m,nb,3,df,<5,7,5.64,11.28,
1,bob,m,nb,3,df,<6,2,5.64,11.28,
1,bob,m,nb,3,df,<7,0,5.64,11.28,
1,bob,m,nb,3,df,<8,0,5.64,11.28,
1,bob,m,nb,3,df,<9,0,5.64,11.28,
1,bob,m,nb,3,df,<10,0,5.64,11.28,
1,bob,m,nb,3,gf,<BH,3,5.64,11.28,
1,bob,m,nb,3,gf,<2.5,1,5.64,11.28,
1,bob,m,nb,3,gf,<5,0,5.64,11.28,
1,bob,m,nb,3,gf,<6,0,5.64,11.28,
1,bob,m,nb,3,gf,<7,0,5.64,11.28,
1,bob,m,nb,3,gf,<8,0,5.64,11.28,
1,bob,m,nb,3,gf,<9,0,5.64,11.28,
1,bob,m,nb,3,gf,<10,0,5.64,11.28,
1,bob,m,nb,11,rw,<BH,0,5.64,11.28,
1,bob,m,nb,11,rw,<2.5,2,5.64,11.28,
1,bob,m,nb,11,rw,<5,4,5.64,11.28,
1,bob,m,nb,11,rw,<6,8,5.64,11.28,
1,bob,m,nb,11,rw,<7,4,5.64,11.28,
1,bob,m,nb,11,rw,<8,0,5.64,11.28,
1,bob,m,nb,11,rw,<9,0,5.64,11.28,
1,bob,m,nb,11,rw,<10,0,5.64,11.28,
1,bob,m,nb,11,to,<BH,18,5.64,11.28,
1,bob,m,nb,11,to,<2.5,32,5.64,11.28,
1,bob,m,nb,11,to,<5,14,5.64,11.28,
1,bob,m,nb,11,to,<6,8,5.64,11.28,
1,bob,m,nb,11,to,<7,12,5.64,11.28,
1,bob,m,nb,11,to,<8,5,5.64,11.28,
1,bob,m,nb,11,to,<9,0,5.64,11.28,
1,bob,m,nb,11,to,<10,3,5.64,11.28,
1,bob,m,nb,11,df,<BH,1,5.64,11.28,
1,bob,m,nb,11,df,<2.5,6,5.64,11.28,
1,bob,m,nb,11,df,<5,2,5.64,11.28,
1,bob,m,nb,11,df,<6,0,5.64,11.28,
1,bob,m,nb,11,df,<7,2,5.64,11.28,
1,bob,m,nb,11,df,<8,0,5.64,11.28,
1,bob,m,nb,11,df,<9,0,5.64,11.28,
1,bob,m,nb,11,df,<10,0,5.64,11.28,
1,bob,m,nb,11,gf,<BH,0,5.64,11.28,
1,bob,m,nb,11,gf,<2.5,0,5.64,11.28,
1,bob,m,nb,11,gf,<5,1,5.64,11.28,
1,bob,m,nb,11,gf,<6,0,5.64,11.28,
1,bob,m,nb,11,gf,<7,0,5.64,11.28,
1,bob,m,nb,11,gf,<8,0,5.64,11.28,
1,bob,m,nb,11,gf,<9,0,5.64,11.28,
1,bob,m,nb,11,gf,<10,0,5.64,11.28,
1,bob,m,nb,9,rw,<BH,0,5.64,11.28,
1,bob,m,nb,9,rw,<2.5,2,5.64,11.28,
1,bob,m,nb,9,rw,<5,3,5.64,11.28,
1,bob,m,nb,9,rw,<6,0,5.64,11.28,
1,bob,m,nb,9,rw,<7,2,5.64,11.28,
1,bob,m,nb,9,rw,<8,0,5.64,11.28,
1,bob,m,nb,9,rw,<9,0,5.64,11.28,
1,bob,m,nb,9,rw,<10,0,5.64,11.28,
1,bob,m,nb,9,to,<BH,17,5.64,11.28,
1,bob,m,nb,9,to,<2.5,14,5.64,11.28,
1,bob,m,nb,9,to,<5,38,5.64,11.28,
1,bob,m,nb,9,to,<6,21,5.64,11.28,
1,bob,m,nb,9,to,<7,14,5.64,11.28,
1,bob,m,nb,9,to,<8,6,5.64,11.28,
1,bob,m,nb,9,to,<9,0,5.64,11.28,
1,bob,m,nb,9,to,<10,2,5.64,11.28,
1,bob,m,nb,9,df,<BH,3,5.64,11.28,
1,bob,m,nb,9,df,<2.5,14,5.64,11.28,
1,bob,m,nb,9,df,<5,5,5.64,11.28,
1,bob,m,nb,9,df,<6,2,5.64,11.28,
1,bob,m,nb,9,df,<7,3,5.64,11.28,
1,bob,m,nb,9,df,<8,0,5.64,11.28,
1,bob,m,nb,9,df,<9,0,5.64,11.28,
1,bob,m,nb,9,df,<10,0,5.64,11.28,
1,bob,m,nb,9,gf,<BH,1,5.64,11.28,
1,bob,m,nb,9,gf,<2.5,0,5.64,11.28,
1,bob,m,nb,9,gf,<5,1,5.64,11.28,
1,bob,m,nb,9,gf,<6,0,5.64,11.28,
1,bob,m,nb,9,gf,<7,0,5.64,11.28,
1,bob,m,nb,9,gf,<8,1,5.64,11.28,
1,bob,m,nb,9,gf,<9,0,5.64,11.28,
1,bob,m,nb,9,gf,<10,0,5.64,11.28,
1,bob,np,b,12,to,<BH,18,5.64,11.28,
1,bob,np,b,12,to,<2.5,7,5.64,11.28,
1,bob,np,b,12,to,<5,3,5.64,11.28,
1,bob,np,b,12,to,<6,0,5.64,11.28,
1,bob,np,b,12,to,<7,1,5.64,11.28,
1,bob,np,b,12,to,<8,1,5.64,11.28,
1,bob,np,b,12,to,<9,0,5.64,11.28,
1,bob,np,b,12,to,<10,0,5.64,11.28,
1,bob,np,b,12,rw,<BH,7,5.64,11.28,
1,bob,np,b,12,rw,<2.5,0,5.64,11.28,
1,bob,np,b,12,rw,<5,0,5.64,11.28,
1,bob,np,b,12,rw,<6,0,5.64,11.28,
1,bob,np,b,12,rw,<7,0,5.64,11.28,
1,bob,np,b,12,rw,<8,0,5.64,11.28,
1,bob,np,b,12,rw,<9,0,5.64,11.28,
1,bob,np,b,12,rw,<10,0,5.64,11.28,
1,bob,np,b,12,df,<BH,3,5.64,11.28,
1,bob,np,b,12,df,<2.5,13,5.64,11.28,
1,bob,np,b,12,df,<5,8,5.64,11.28,
1,bob,np,b,12,df,<6,1,5.64,11.28,
1,bob,np,b,12,df,<7,2,5.64,11.28,
1,bob,np,b,12,df,<8,2,5.64,11.28,
1,bob,np,b,12,df,<9,0,5.64,11.28,
1,bob,np,b,12,df,<10,3,5.64,11.28,
1,bob,np,b,12,gf,<BH,1,5.64,11.28,
1,bob,np,b,12,gf,<2.5,9,5.64,11.28,
1,bob,np,b,12,gf,<5,4,5.64,11.28,
1,bob,np,b,12,gf,<6,0,5.64,11.28,
1,bob,np,b,12,gf,<7,0,5.64,11.28,
1,bob,np,b,12,gf,<8,0,5.64,11.28,
1,bob,np,b,12,gf,<9,0,5.64,11.28,
1,bob,np,b,12,gf,<10,0,5.64,11.28,
1,bob,np,b,12,cn,<BH,1,5.64,11.28,
1,bob,np,b,12,cn,<2.5,0,5.64,11.28,
1,bob,np,b,12,cn,<5,0,5.64,11.28,
1,bob,np,b,12,cn,<6,0,5.64,11.28,
1,bob,np,b,12,cn,<7,0,5.64,11.28,
1,bob,np,b,12,cn,<8,0,5.64,11.28,
1,bob,np,b,12,cn,<9,0,5.64,11.28,
1,bob,np,b,12,cn,<10,0,5.64,11.28,
1,bob,np,b,3,to,<BH,65,5.64,11.28,
1,bob,np,b,3,to,<2.5,54,5.64,11.28,
1,bob,np,b,3,to,<5,26,5.64,11.28,
1,bob,np,b,3,to,<6,3,5.64,11.28,
1,bob,np,b,3,to,<7,4,5.64,11.28,
1,bob,np,b,3,to,<8,4,5.64,11.28,
1,bob,np,b,3,to,<9,0,5.64,11.28,
1,bob,np,b,3,to,<10,0,5.64,11.28,
1,bob,np,b,3,md,<BH,71,5.64,11.28,
1,bob,np,b,3,md,<2.5,0,5.64,11.28,
1,bob,np,b,3,md,<5,0,5.64,11.28,
1,bob,np,b,3,md,<6,0,5.64,11.28,
1,bob,np,b,3,md,<7,0,5.64,11.28,
1,bob,np,b,3,md,<8,0,5.64,11.28,
1,bob,np,b,3,md,<9,0,5.64,11.28,
1,bob,np,b,3,md,<10,0,5.64,11.28,
1,bob,np,b,3,df,<BH,27,5.64,11.28,
1,bob,np,b,3,df,<2.5,4,5.64,11.28,
1,bob,np,b,3,df,<5,0,5.64,11.28,
1,bob,np,b,3,df,<6,0,5.64,11.28,
1,bob,np,b,3,df,<7,0,5.64,11.28,
1,bob,np,b,3,df,<8,0,5.64,11.28,
1,bob,np,b,3,df,<9,0,5.64,11.28,
1,bob,np,b,3,df,<10,0,5.64,11.28,
1,bob,np,b,3,rw,<BH,2,5.64,11.28,
1,bob,np,b,3,rw,<2.5,0,5.64,11.28,
1,bob,np,b,3,rw,<5,0,5.64,11.28,
1,bob,np,b,3,rw,<6,0,5.64,11.28,
1,bob,np,b,3,rw,<7,0,5.64,11.28,
1,bob,np,b,3,rw,<8,0,5.64,11.28,
1,bob,np,b,3,rw,<9,0,5.64,11.28,
1,bob,np,b,3,rw,<10,0,5.64,11.28,
1,bob,np,b,1,rw,<BH,2,5.64,11.28,
1,bob,np,b,1,rw,<2.5,38,5.64,11.28,
1,bob,np,b,1,rw,<5,10,5.64,11.28,
1,bob,np,b,1,rw,<6,2,5.64,11.28,
1,bob,np,b,1,rw,<7,0,5.64,11.28,
1,bob,np,b,1,rw,<8,0,5.64,11.28,
1,bob,np,b,1,rw,<9,0,5.64,11.28,
1,bob,np,b,1,rw,<10,0,5.64,11.28,
1,bob,np,b,1,to,<BH,10,5.64,11.28,
1,bob,np,b,1,to,<2.5,43,5.64,11.28,
1,bob,np,b,1,to,<5,5,5.64,11.28,
1,bob,np,b,1,to,<6,0,5.64,11.28,
1,bob,np,b,1,to,<7,0,5.64,11.28,
1,bob,np,b,1,to,<8,0,5.64,11.28,
1,bob,np,b,1,to,<9,0,5.64,11.28,
1,bob,np,b,1,to,<10,0,5.64,11.28,
1,bob,np,b,1,df,<BH,16,5.64,11.28,
1,bob,np,b,1,df,<2.5,35,5.64,11.28,
1,bob,np,b,1,df,<5,2,5.64,11.28,
1,bob,np,b,1,df,<6,1,5.64,11.28,
1,bob,np,b,1,df,<7,2,5.64,11.28,
1,bob,np,b,1,df,<8,0,5.64,11.28,
1,bob,np,b,1,df,<9,0,5.64,11.28,
1,bob,np,b,1,df,<10,0,5.64,11.28,
1,bob,np,b,1,md,<BH,5,5.64,11.28,
1,bob,np,b,1,md,<2.5,1,5.64,11.28,
1,bob,np,b,1,md,<5,0,5.64,11.28,
1,bob,np,b,1,md,<6,0,5.64,11.28,
1,bob,np,b,1,md,<7,0,5.64,11.28,
1,bob,np,b,1,md,<8,0,5.64,11.28,
1,bob,np,b,1,md,<9,0,5.64,11.28,
1,bob,np,b,1,md,<10,0,5.64,11.28,
1,bob,np,b,1,gf,<BH,1,5.64,11.28,
1,bob,np,b,1,gf,<2.5,2,5.64,11.28,
1,bob,np,b,1,gf,<5,1,5.64,11.28,
1,bob,np,b,1,gf,<6,0,5.64,11.28,
1,bob,np,b,1,gf,<7,0,5.64,11.28,
1,bob,np,b,1,gf,<8,0,5.64,11.28,
1,bob,np,b,1,gf,<9,0,5.64,11.28,
1,bob,np,b,1,gf,<10,0,5.64,11.28,
1,bob,np,b,6,to,<BH,9,5.64,11.28,
1,bob,np,b,6,to,<2.5,15,5.64,11.28,
1,bob,np,b,6,to,<5,0,5.64,11.28,
1,bob,np,b,6,to,<6,0,5.64,11.28,
1,bob,np,b,6,to,<7,0,5.64,11.28,
1,bob,np,b,6,to,<8,0,5.64,11.28,
1,bob,np,b,6,to,<9,0,5.64,11.28,
1,bob,np,b,6,to,<10,0,5.64,11.28,
1,bob,np,b,6,gf,<BH,6,5.64,11.28,
1,bob,np,b,6,gf,<2.5,2,5.64,11.28,
1,bob,np,b,6,gf,<5,3,5.64,11.28,
1,bob,np,b,6,gf,<6,0,5.64,11.28,
1,bob,np,b,6,gf,<7,0,5.64,11.28,
1,bob,np,b,6,gf,<8,0,5.64,11.28,
1,bob,np,b,6,gf,<9,0,5.64,11.28,
1,bob,np,b,6,gf,<10,0,5.64,11.28,
1,bob,np,b,6,rw,<BH,15,5.64,11.28,
1,bob,np,b,6,rw,<2.5,6,5.64,11.28,
1,bob,np,b,6,rw,<5,0,5.64,11.28,
1,bob,np,b,6,rw,<6,0,5.64,11.28,
1,bob,np,b,6,rw,<7,0,5.64,11.28,
1,bob,np,b,6,rw,<8,0,5.64,11.28,
1,bob,np,b,6,rw,<9,0,5.64,11.28,
1,bob,np,b,6,rw,<10,0,5.64,11.28,
1,bob,np,b,6,df,<BH,12,5.64,11.28,
1,bob,np,b,6,df,<2.5,27,5.64,11.28,
1,bob,np,b,6,df,<5,10,5.64,11.28,
1,bob,np,b,6,df,<6,6,5.64,11.28,
1,bob,np,b,6,df,<7,2,5.64,11.28,
1,bob,np,b,6,df,<8,1,5.64,11.28,
1,bob,np,b,6,df,<9,1,5.64,11.28,
1,bob,np,b,6,df,<10,2,5.64,11.28,
1,bob,np,b,9,to,<BH,15,5.64,11.28,
1,bob,np,b,9,to,<2.5,86,5.64,11.28,
1,bob,np,b,9,to,<5,0,5.64,11.28,
1,bob,np,b,9,to,<6,0,5.64,11.28,
1,bob,np,b,9,to,<7,0,5.64,11.28,
1,bob,np,b,9,to,<8,0,5.64,11.28,
1,bob,np,b,9,to,<9,0,5.64,11.28,
1,bob,np,b,9,to,<10,0,5.64,11.28,
1,bob,np,b,9,df,<BH,10,5.64,11.28,
1,bob,np,b,9,df,<2.5,0,5.64,11.28,
1,bob,np,b,9,df,<5,0,5.64,11.28,
1,bob,np,b,9,df,<6,0,5.64,11.28,
1,bob,np,b,9,df,<7,0,5.64,11.28,
1,bob,np,b,9,df,<8,0,5.64,11.28,
1,bob,np,b,9,df,<9,0,5.64,11.28,
1,bob,np,b,9,df,<10,0,5.64,11.28,
1,bob,np,nb,1,rw,<BH,5,5.64,11.28,
1,bob,np,nb,1,rw,<2.5,4,5.64,11.28,
1,bob,np,nb,1,rw,<5,10,5.64,11.28,
1,bob,np,nb,1,rw,<6,0,5.64,11.28,
1,bob,np,nb,1,rw,<7,3,5.64,11.28,
1,bob,np,nb,1,rw,<8,1,5.64,11.28,
1,bob,np,nb,1,rw,<9,0,5.64,11.28,
1,bob,np,nb,1,rw,<10,0,5.64,11.28,
1,bob,np,nb,1,to,<BH,3,5.64,11.28,
1,bob,np,nb,1,to,<2.5,8,5.64,11.28,
1,bob,np,nb,1,to,<5,10,5.64,11.28,
1,bob,np,nb,1,to,<6,4,5.64,11.28,
1,bob,np,nb,1,to,<7,13,5.64,11.28,
1,bob,np,nb,1,to,<8,0,5.64,11.28,
1,bob,np,nb,1,to,<9,6,5.64,11.28,
1,bob,np,nb,1,to,<10,2,5.64,11.28,
1,bob,np,nb,1,df,<BH,10,5.64,11.28,
1,bob,np,nb,1,df,<2.5,16,5.64,11.28,
1,bob,np,nb,1,df,<5,5,5.64,11.28,
1,bob,np,nb,1,df,<6,0,5.64,11.28,
1,bob,np,nb,1,df,<7,0,5.64,11.28,
1,bob,np,nb,1,df,<8,0,5.64,11.28,
1,bob,np,nb,1,df,<9,0,5.64,11.28,
1,bob,np,nb,1,df,<10,2,5.64,11.28,
1,bob,np,nb,1,gf,<BH,1,5.64,11.28,
1,bob,np,nb,1,gf,<2.5,6,5.64,11.28,
1,bob,np,nb,1,gf,<5,0,5.64,11.28,
1,bob,np,nb,1,gf,<6,1,5.64,11.28,
1,bob,np,nb,1,gf,<7,1,5.64,11.28,
1,bob,np,nb,1,gf,<8,0,5.64,11.28,
1,bob,np,nb,1,gf,<9,0,5.64,11.28,
1,bob,np,nb,1,gf,<10,0,5.64,11.28,
1,bob,np,nb,7,rw,<BH,4,5.64,11.28,
1,bob,np,nb,7,rw,<2.5,16,5.64,11.28,
1,bob,np,nb,7,rw,<5,14,5.64,11.28,
1,bob,np,nb,7,rw,<6,3,5.64,11.28,
1,bob,np,nb,7,rw,<7,2,5.64,11.28,
1,bob,np,nb,7,rw,<8,1,5.64,11.28,
1,bob,np,nb,7,rw,<9,0,5.64,11.28,
1,bob,np,nb,7,rw,<10,0,5.64,11.28,
1,bob,np,nb,7,to,<BH,8,5.64,11.28,
1,bob,np,nb,7,to,<2.5,18,5.64,11.28,
1,bob,np,nb,7,to,<5,17,5.64,11.28,
1,bob,np,nb,7,to,<6,6,5.64,11.28,
1,bob,np,nb,7,to,<7,4,5.64,11.28,
1,bob,np,nb,7,to,<8,2,5.64,11.28,
1,bob,np,nb,7,to,<9,0,5.64,11.28,
1,bob,np,nb,7,to,<10,1,5.64,11.28,
1,bob,np,nb,7,df,<BH,2,5.64,11.28,
1,bob,np,nb,7,df,<2.5,3,5.64,11.28,
1,bob,np,nb,7,df,<5,3,5.64,11.28,
1,bob,np,nb,7,df,<6,0,5.64,11.28,
1,bob,np,nb,7,df,<7,0,5.64,11.28,
1,bob,np,nb,7,df,<8,0,5.64,11.28,
1,bob,np,nb,7,df,<9,0,5.64,11.28,
1,bob,np,nb,7,df,<10,0,5.64,11.28,
1,bob,np,nb,7,gf,<BH,9,5.64,11.28,
1,bob,np,nb,7,gf,<2.5,8,5.64,11.28,
1,bob,np,nb,7,gf,<5,9,5.64,11.28,
1,bob,np,nb,7,gf,<6,2,5.64,11.28,
1,bob,np,nb,7,gf,<7,0,5.64,11.28,
1,bob,np,nb,7,gf,<8,0,5.64,11.28,
1,bob,np,nb,7,gf,<9,0,5.64,11.28,
1,bob,np,nb,7,gf,<10,0,5.64,11.28,
1,bob,np,nb,2,rw,<BH,0,5.64,11.28,
1,bob,np,nb,2,rw,<2.5,11,5.64,11.28,
1,bob,np,nb,2,rw,<5,6,5.64,11.28,
1,bob,np,nb,2,rw,<6,0,5.64,11.28,
1,bob,np,nb,2,rw,<7,3,5.64,11.28,
1,bob,np,nb,2,rw,<8,2,5.64,11.28,
1,bob,np,nb,2,rw,<9,0,5.64,11.28,
1,bob,np,nb,2,rw,<10,1,5.64,11.28,
1,bob,np,nb,2,to,<BH,10,5.64,11.28,
1,bob,np,nb,2,to,<2.5,15,5.64,11.28,
1,bob,np,nb,2,to,<5,13,5.64,11.28,
1,bob,np,nb,2,to,<6,9,5.64,11.28,
1,bob,np,nb,2,to,<7,8,5.64,11.28,
1,bob,np,nb,2,to,<8,0,5.64,11.28,
1,bob,np,nb,2,to,<9,2,5.64,11.28,
1,bob,np,nb,2,to,<10,0,5.64,11.28,
